module_code,module,submodule_code,submodule,function_no,function,pr_id,module_blueprint,submodule_blueprint
FISCAL,Fiscal,SM-FISCAL-01,Motor tributário e vigências,6,Simular cálculo antes da emissão.,PR-FISCAL-01,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-01_MOTOR_TRIBUT_RIO_E_VIG_NCIAS.md
FISCAL,Fiscal,SM-FISCAL-01,Motor tributário e vigências,7,"Explicar a regra aplicada, base, alíquota, fonte e exceção.",PR-FISCAL-01,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-01_MOTOR_TRIBUT_RIO_E_VIG_NCIAS.md
FISCAL,Fiscal,SM-FISCAL-01,Motor tributário e vigências,8,Preservar histórico quando uma alíquota ou condição mudar.,PR-FISCAL-01,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-01_MOTOR_TRIBUT_RIO_E_VIG_NCIAS.md
FISCAL,Fiscal,SM-FISCAL-02,Emissão SI Factura/ARCA,1,"Determinar Factura A, B ou C conforme aplicabilidade.",PR-FISCAL-02,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-02_EMISS_O_SI_FACTURA_ARCA.md
FISCAL,Fiscal,SM-FISCAL-02,Emissão SI Factura/ARCA,2,"Gerar cabeçalho, linhas, tributos, descrição e referência ao despacho.",PR-FISCAL-02,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-02_EMISS_O_SI_FACTURA_ARCA.md
FISCAL,Fiscal,SM-FISCAL-02,Emissão SI Factura/ARCA,3,Enviar comprovante à SI Factura por adapter substituível.,PR-FISCAL-02,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-02_EMISS_O_SI_FACTURA_ARCA.md
FISCAL,Fiscal,SM-FISCAL-02,Emissão SI Factura/ARCA,4,"Controlar API key, ambiente, idempotência, timeout, retry e fila.",PR-FISCAL-02,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-02_EMISS_O_SI_FACTURA_ARCA.md
FISCAL,Fiscal,SM-FISCAL-02,Emissão SI Factura/ARCA,5,"Registrar CAE, vencimento, número, ponto de venda e resposta completa.",PR-FISCAL-02,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-02_EMISS_O_SI_FACTURA_ARCA.md
FISCAL,Fiscal,SM-FISCAL-02,Emissão SI Factura/ARCA,6,"Tratar pendência, rejeição, indisponibilidade e reenvio sem duplicidade.",PR-FISCAL-02,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-02_EMISS_O_SI_FACTURA_ARCA.md
FISCAL,Fiscal,SM-FISCAL-02,Emissão SI Factura/ARCA,7,Importar comprovante emitido diretamente na ARCA e vinculá-lo à operação.,PR-FISCAL-02,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-02_EMISS_O_SI_FACTURA_ARCA.md
FISCAL,Fiscal,SM-FISCAL-02,Emissão SI Factura/ARCA,8,"Disponibilizar PDF, dados estruturados e trilha de auditoria.",PR-FISCAL-02,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-02_EMISS_O_SI_FACTURA_ARCA.md
FISCAL,Fiscal,SM-FISCAL-03,"Notas, remitos e contingência",1,Emitir nota de crédito e nota de débito vinculadas ao documento original.,PR-FISCAL-03,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-03_NOTAS_REMITOS_E_CONTING_NCIA.md
FISCAL,Fiscal,SM-FISCAL-03,"Notas, remitos e contingência",2,"Emitir remito de saída e manter vínculo com pedido, entrega e depósito.",PR-FISCAL-03,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-03_NOTAS_REMITOS_E_CONTING_NCIA.md
FISCAL,Fiscal,SM-FISCAL-03,"Notas, remitos e contingência",3,"Controlar motivo, valores, itens e saldo remanescente do documento original.",PR-FISCAL-03,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-03_NOTAS_REMITOS_E_CONTING_NCIA.md
FISCAL,Fiscal,SM-FISCAL-03,"Notas, remitos e contingência",4,Gerar comprovante interno não fiscal quando a autorização externa estiver indisponível.,PR-FISCAL-03,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-03_NOTAS_REMITOS_E_CONTING_NCIA.md
FISCAL,Fiscal,SM-FISCAL-03,"Notas, remitos e contingência",5,Impedir criação offline de CAE ou numeração fiscal fictícia.,PR-FISCAL-03,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-03_NOTAS_REMITOS_E_CONTING_NCIA.md
FISCAL,Fiscal,SM-FISCAL-03,"Notas, remitos e contingência",6,Enfileirar emissão fiscal para sincronização posterior.,PR-FISCAL-03,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-03_NOTAS_REMITOS_E_CONTING_NCIA.md
FISCAL,Fiscal,SM-FISCAL-03,"Notas, remitos e contingência",7,"Controlar cancelamento, substituição e documentação de contingência.",PR-FISCAL-03,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-03_NOTAS_REMITOS_E_CONTING_NCIA.md
FISCAL,Fiscal,SM-FISCAL-03,"Notas, remitos e contingência",8,"Reconciliar remito assinado, entrega e documento fiscal.",PR-FISCAL-03,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-03_NOTAS_REMITOS_E_CONTING_NCIA.md
FISCAL,Fiscal,SM-FISCAL-04,"Percepções, retenções e obrigações",1,Calcular percepções e retenções por jurisdição e natureza da operação.,PR-FISCAL-04,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-04_PERCEP_ES_RETEN_ES_E_OBRIGA_ES.md
FISCAL,Fiscal,SM-FISCAL-04,"Percepções, retenções e obrigações",2,"Registrar créditos, débitos e saldos fiscais por tributo.",PR-FISCAL-04,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-04_PERCEP_ES_RETEN_ES_E_OBRIGA_ES.md
FISCAL,Fiscal,SM-FISCAL-04,"Percepções, retenções e obrigações",3,Gerar calendário de obrigações e vencimentos.,PR-FISCAL-04,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-04_PERCEP_ES_RETEN_ES_E_OBRIGA_ES.md
FISCAL,Fiscal,SM-FISCAL-04,"Percepções, retenções e obrigações",4,Preparar apurações mensais e demais periodicidades configuradas.,PR-FISCAL-04,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-04_PERCEP_ES_RETEN_ES_E_OBRIGA_ES.md
FISCAL,Fiscal,SM-FISCAL-04,"Percepções, retenções e obrigações",5,"Controlar certificados de exclusão, isenção ou condição especial.",PR-FISCAL-04,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-04_PERCEP_ES_RETEN_ES_E_OBRIGA_ES.md
FISCAL,Fiscal,SM-FISCAL-04,"Percepções, retenções e obrigações",6,Registrar comprovantes de retenção/percepção recebidos e emitidos.,PR-FISCAL-04,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-04_PERCEP_ES_RETEN_ES_E_OBRIGA_ES.md
FISCAL,Fiscal,SM-FISCAL-04,"Percepções, retenções e obrigações",7,"Gerar arquivos, relatórios e bases para declarações.",PR-FISCAL-04,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-04_PERCEP_ES_RETEN_ES_E_OBRIGA_ES.md
FISCAL,Fiscal,SM-FISCAL-04,"Percepções, retenções e obrigações",8,"Alertar divergências entre cálculo do ERP, documento e declaração.",PR-FISCAL-04,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-04_PERCEP_ES_RETEN_ES_E_OBRIGA_ES.md
FISCAL,Fiscal,SM-FISCAL-05,Reconciliação e auditoria fiscal,1,"Reconciliar documentos fiscais com vendas, compras, tesouraria e contabilidade.",PR-FISCAL-05,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-05_RECONCILIA_O_E_AUDITORIA_FISCAL.md
FISCAL,Fiscal,SM-FISCAL-05,Reconciliação e auditoria fiscal,2,Comparar autorização externa com registro interno.,PR-FISCAL-05,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-05_RECONCILIA_O_E_AUDITORIA_FISCAL.md
FISCAL,Fiscal,SM-FISCAL-05,Reconciliação e auditoria fiscal,3,"Localizar documentos faltantes, duplicados, rejeitados ou pendentes.",PR-FISCAL-05,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-05_RECONCILIA_O_E_AUDITORIA_FISCAL.md
FISCAL,Fiscal,SM-FISCAL-05,Reconciliação e auditoria fiscal,4,Permitir drill-down da apuração até documento e linha.,PR-FISCAL-05,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-05_RECONCILIA_O_E_AUDITORIA_FISCAL.md
FISCAL,Fiscal,SM-FISCAL-05,Reconciliação e auditoria fiscal,5,Controlar trilha de alterações de regra e vigência.,PR-FISCAL-05,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-05_RECONCILIA_O_E_AUDITORIA_FISCAL.md
FISCAL,Fiscal,SM-FISCAL-05,Reconciliação e auditoria fiscal,6,Gerar evidências para auditoria e contador.,PR-FISCAL-05,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-05_RECONCILIA_O_E_AUDITORIA_FISCAL.md
FISCAL,Fiscal,SM-FISCAL-05,Reconciliação e auditoria fiscal,7,Registrar ajustes e retificações sem apagar o período original.,PR-FISCAL-05,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-05_RECONCILIA_O_E_AUDITORIA_FISCAL.md
FISCAL,Fiscal,SM-FISCAL-05,Reconciliação e auditoria fiscal,8,"Emitir painel de riscos, obrigações e inconsistências fiscais.",PR-FISCAL-05,docs/blueprint-master/modules/03_FISCAL_FISCAL.md,docs/blueprint-master/submodules/FISCAL/SM-FISCAL-05_RECONCILIA_O_E_AUDITORIA_FISCAL.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-01,Plano de contas e dimensões,1,"Manter plano de contas hierárquico, códigos, natureza e grupos.",PR-ACCOUNTING-01,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-01_PLANO_DE_CONTAS_E_DIMENS_ES.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-01,Plano de contas e dimensões,2,Criar contas sintéticas e analíticas com vigência e status.,PR-ACCOUNTING-01,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-01_PLANO_DE_CONTAS_E_DIMENS_ES.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-01,Plano de contas e dimensões,3,"Manter centros de custo, centros de resultado e dimensões combináveis.",PR-ACCOUNTING-01,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-01_PLANO_DE_CONTAS_E_DIMENS_ES.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-01,Plano de contas e dimensões,4,Validar combinações obrigatórias ou proibidas por conta e evento.,PR-ACCOUNTING-01,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-01_PLANO_DE_CONTAS_E_DIMENS_ES.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-01,Plano de contas e dimensões,5,"Mapear contas para balanço, DRE e demais demonstrações.",PR-ACCOUNTING-01,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-01_PLANO_DE_CONTAS_E_DIMENS_ES.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-01,Plano de contas e dimensões,6,"Importar, revisar e versionar estrutura contábil.",PR-ACCOUNTING-01,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-01_PLANO_DE_CONTAS_E_DIMENS_ES.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-01,Plano de contas e dimensões,7,Desativar conta sem apagar lançamentos históricos.,PR-ACCOUNTING-01,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-01_PLANO_DE_CONTAS_E_DIMENS_ES.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-01,Plano de contas e dimensões,8,"Controlar responsáveis, aprovações e trilha de alteração.",PR-ACCOUNTING-01,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-01_PLANO_DE_CONTAS_E_DIMENS_ES.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-02,Motor de lançamentos e journals,1,Receber eventos dos módulos e gerar proposta contábil.,PR-ACCOUNTING-02,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-02_MOTOR_DE_LAN_AMENTOS_E_JOURNALS.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-02,Motor de lançamentos e journals,2,"Aplicar regra de débito, crédito, conta, dimensão, moeda e histórico.",PR-ACCOUNTING-02,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-02_MOTOR_DE_LAN_AMENTOS_E_JOURNALS.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-02,Motor de lançamentos e journals,3,Criar lançamentos manuais com dupla partida obrigatória.,PR-ACCOUNTING-02,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-02_MOTOR_DE_LAN_AMENTOS_E_JOURNALS.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-02,Motor de lançamentos e journals,4,Validar débito igual a crédito antes da postagem.,PR-ACCOUNTING-02,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-02_MOTOR_DE_LAN_AMENTOS_E_JOURNALS.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-02,Motor de lançamentos e journals,5,"Aprovar, postar, reverter, estornar e reapresentar lançamentos.",PR-ACCOUNTING-02,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-02_MOTOR_DE_LAN_AMENTOS_E_JOURNALS.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-02,Motor de lançamentos e journals,6,Impedir duplicidade por idempotency key do evento de origem.,PR-ACCOUNTING-02,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-02_MOTOR_DE_LAN_AMENTOS_E_JOURNALS.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-02,Motor de lançamentos e journals,7,"Manter vínculo até documento, workflow e usuário de origem.",PR-ACCOUNTING-02,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-02_MOTOR_DE_LAN_AMENTOS_E_JOURNALS.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-02,Motor de lançamentos e journals,8,Executar lançamentos em lote com validação por linha.,PR-ACCOUNTING-02,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-02_MOTOR_DE_LAN_AMENTOS_E_JOURNALS.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-03,Moedas e diferenças cambiais,1,Manter ARS como moeda funcional e USD como moeda de apresentação.,PR-ACCOUNTING-03,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-03_MOEDAS_E_DIFEREN_AS_CAMBIAIS.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-03,Moedas e diferenças cambiais,2,"Registrar moeda original, taxa, fonte, data e valor funcional em cada evento.",PR-ACCOUNTING-03,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-03_MOEDAS_E_DIFEREN_AS_CAMBIAIS.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-03,Moedas e diferenças cambiais,3,Usar câmbio master para demonstrações em USD.,PR-ACCOUNTING-03,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-03_MOEDAS_E_DIFEREN_AS_CAMBIAIS.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-03,Moedas e diferenças cambiais,4,Calcular diferença cambial realizada na liquidação.,PR-ACCOUNTING-03,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-03_MOEDAS_E_DIFEREN_AS_CAMBIAIS.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-03,Moedas e diferenças cambiais,5,Calcular diferença cambial não realizada em reavaliações.,PR-ACCOUNTING-03,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-03_MOEDAS_E_DIFEREN_AS_CAMBIAIS.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-03,Moedas e diferenças cambiais,6,"Tratar contas bancárias, fornecedores e clientes em USD.",PR-ACCOUNTING-03,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-03_MOEDAS_E_DIFEREN_AS_CAMBIAIS.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-03,Moedas e diferenças cambiais,7,Preservar dívida original em USD mesmo quando paga em ARS.,PR-ACCOUNTING-03,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-03_MOEDAS_E_DIFEREN_AS_CAMBIAIS.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-03,Moedas e diferenças cambiais,8,Gerar memória de cálculo e lançamentos de ajuste/reversão.,PR-ACCOUNTING-03,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-03_MOEDAS_E_DIFEREN_AS_CAMBIAIS.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-04,"Livros, períodos e controles",1,"Manter livros, diários e sequências de lançamento.",PR-ACCOUNTING-04,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-04_LIVROS_PER_ODOS_E_CONTROLES.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-04,"Livros, períodos e controles",2,"Criar períodos diário, semanal, mensal, semestral, anual e fiscal.",PR-ACCOUNTING-04,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-04_LIVROS_PER_ODOS_E_CONTROLES.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-04,"Livros, períodos e controles",3,"Abrir, fechar, bloquear e reabrir períodos com permissão.",PR-ACCOUNTING-04,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-04_LIVROS_PER_ODOS_E_CONTROLES.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-04,"Livros, períodos e controles",4,"Controlar cutoff por data operacional, fiscal e contábil.",PR-ACCOUNTING-04,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-04_LIVROS_PER_ODOS_E_CONTROLES.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-04,"Livros, períodos e controles",5,Bloquear postagem comum em período fechado.,PR-ACCOUNTING-04,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-04_LIVROS_PER_ODOS_E_CONTROLES.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-04,"Livros, períodos e controles",6,Permitir ajuste autorizado em período especial.,PR-ACCOUNTING-04,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-04_LIVROS_PER_ODOS_E_CONTROLES.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-04,"Livros, períodos e controles",7,"Manter numeração, integridade, logs e evidências.",PR-ACCOUNTING-04,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-04_LIVROS_PER_ODOS_E_CONTROLES.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-04,"Livros, períodos e controles",8,"Gerar painel de lançamentos pendentes, rejeitados e não contabilizados.",PR-ACCOUNTING-04,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-04_LIVROS_PER_ODOS_E_CONTROLES.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-05,"Razão, balanço, DRE e drill-down",1,"Consultar razão geral e detalhe por conta, dimensão, documento e período.",PR-ACCOUNTING-05,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-05_RAZ_O_BALAN_O_DRE_E_DRILL_DOWN.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-05,"Razão, balanço, DRE e drill-down",2,"Gerar balancete, balanço patrimonial e DRE.",PR-ACCOUNTING-05,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-05_RAZ_O_BALAN_O_DRE_E_DRILL_DOWN.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-05,"Razão, balanço, DRE e drill-down",3,Apresentar valores em ARS e USD.,PR-ACCOUNTING-05,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-05_RAZ_O_BALAN_O_DRE_E_DRILL_DOWN.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-05,"Razão, balanço, DRE e drill-down",4,Reproduzir o layout de balanço aprovado com hierarquia e subtotais.,PR-ACCOUNTING-05,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-05_RAZ_O_BALAN_O_DRE_E_DRILL_DOWN.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-05,"Razão, balanço, DRE e drill-down",5,"Permitir drill-down até lançamento, linha e evento operacional.",PR-ACCOUNTING-05,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-05_RAZ_O_BALAN_O_DRE_E_DRILL_DOWN.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-05,"Razão, balanço, DRE e drill-down",6,"Comparar períodos, orçamento e variações.",PR-ACCOUNTING-05,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-05_RAZ_O_BALAN_O_DRE_E_DRILL_DOWN.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-05,"Razão, balanço, DRE e drill-down",7,Exportar Excel/PDF com filtros e memória de geração.,PR-ACCOUNTING-05,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-05_RAZ_O_BALAN_O_DRE_E_DRILL_DOWN.md
ACCOUNTING,Contábil — fundação,SM-ACCOUNTING-05,"Razão, balanço, DRE e drill-down",8,Validar equação patrimonial e reconciliação com o General Ledger.,PR-ACCOUNTING-05,docs/blueprint-master/modules/04_ACCOUNTING_CONT_BIL_FUNDA_O.md,docs/blueprint-master/submodules/ACCOUNTING/SM-ACCOUNTING-05_RAZ_O_BALAN_O_DRE_E_DRILL_DOWN.md
INVENTORY,Estoque,SM-INVENTORY-01,"Depósitos, posições e disponibilidade",1,"Manter depósitos nacionais, fiscais, terceirizados e futuros depósitos próprios.",PR-INVENTORY-01,docs/blueprint-master/modules/05_INVENTORY_ESTOQUE.md,docs/blueprint-master/submodules/INVENTORY/SM-INVENTORY-01_DEP_SITOS_POSI_ES_E_DISPONIBILIDADE.md
INVENTORY,Estoque,SM-INVENTORY-01,"Depósitos, posições e disponibilidade",2,"Controlar código, tipo, endereço, zonas e capacidade.",PR-INVENTORY-01,docs/blueprint-master/modules/05_INVENTORY_ESTOQUE.md,docs/blueprint-master/submodules/INVENTORY/SM-INVENTORY-01_DEP_SITOS_POSI_ES_E_DISPONIBILIDADE.md
